ID,Interval,Transfer,Bitrate,Retr,Cwnd
9,205.00-206.00,827 KBytes,6.77 Mbits/sec,2,11.3 KBytes
13,205.00-206.00,1.25 MBytes,10.5 Mbits/sec,13,21.2 KBytes
7,206.00-207.00,1.06 MBytes,8.86 Mbits/sec,8,17.0 KBytes
9,207.00-208.00,827 KBytes,6.78 Mbits/sec,8,15.6 KBytes
11,207.00-208.00,954 KBytes,7.82 Mbits/sec,9,24.0 KBytes
13,208.00-209.00,1.25 MBytes,10.5 Mbits/sec,8,28.3 KBytes
7,209.00-210.00,1.06 MBytes,8.86 Mbits/sec,0,55.1 KBytes
9,209.00-210.00,827 KBytes,6.77 Mbits/sec,0,43.8 KBytes
11,209.00-210.00,954 KBytes,7.82 Mbits/sec,0,39.6 KBytes
7,211.00-212.00,1.06 MBytes,8.87 Mbits/sec,12,28.3 KBytes
9,211.00-212.00,827 KBytes,6.78 Mbits/sec,16,26.9 KBytes
13,211.00-212.00,1.25 MBytes,10.5 Mbits/sec,2,25.5 KBytes
9,212.00-213.00,827 KBytes,6.78 Mbits/sec,4,43.8 KBytes
11,212.00-213.00,954 KBytes,7.82 Mbits/sec,2,26.9 KBytes
7,213.00-214.00,1.06 MBytes,8.86 Mbits/sec,0,49.5 KBytes
9,214.00-215.00,827 KBytes,6.78 Mbits/sec,0,60.8 KBytes
11,214.00-215.00,954 KBytes,7.82 Mbits/sec,0,46.7 KBytes
9,215.00-216.00,827 KBytes,6.77 Mbits/sec,23,35.4 KBytes
13,215.00-216.00,1.25 MBytes,10.5 Mbits/sec,18,22.6 KBytes
7,216.00-217.00,1.06 MBytes,8.87 Mbits/sec,13,8.48 KBytes
